altitude_km,temperature_K,density_kgpm3
4.16,261.13762475282016,0.805631800917879
4.17,261.07270956130503,0.8047798254552541
4.18,261.00779457321187,0.8039285421119599
4.19,260.9428797885398,0.8030779504948418
4.2,260.8779652072879,0.8022280502108718
4.21,260.8130508294551,0.8013788408671493
4.22,260.7481366550406,0.8005303220709042
4.23,260.68322268404324,0.7996824934294909
4.24,260.61830891646224,0.798835354550395
4.25,260.5533953522966,0.7979889050412287
4.26,260.4884819915453,0.7971431445097322
4.270000000000001,260.42356883420746,0.7962980725637736
4.28,260.3586558802821,0.7954536888113499
4.29,260.29374312976825,0.794609992860586
4.3,260.22883058266495,0.7937669843197329
4.3100000000000005,260.16391823897123,0.7929246627971713
4.32,260.09900609868623,0.7920830279014106
4.33,260.03409416180887,0.7912420792410849
4.34,259.96918242833823,0.79040181642496
4.3500000000000005,259.9042708982734,0.7895622390619271
4.36,259.83935957161344,0.7887233467610073
4.37,259.77444844835725,0.7878851391313462
4.38,259.70953752850403,0.7870476157822213
4.39,259.64462681205276,0.7862107763230358
4.4,259.57971629900254,0.7853746203633215
4.41,259.5148059893523,0.7845391475127356
4.42,259.44989588310114,0.7837043573810673
4.43,259.38498598024813,0.7828702495782308
4.44,259.3200762807923,0.7820368237142687
4.45,259.2551667847327,0.7812040793993515
4.46,259.1902574920684,0.7803720162437778
4.47,259.12534840279835,0.7795406338579731
4.48,259.06043951692163,0.7787099318524913
4.49,258.9955308344374,0.7778799098380144
4.5,258.9306223553445,0.7770505674253506
4.51,258.86571407964215,0.7762219042254382
4.520000000000001,258.8008060073293,0.7753939198493409
4.53,258.73589813840505,0.7745666139082523
4.54,258.6709904728684,0.7737399860134916
4.55,258.6060830107184,0.7729140357765059
4.5600000000000005,258.54117575195414,0.7720887628088724
4.57,258.4762686965746,0.7712641667222931
4.58,258.41136184457883,0.7704402471285987
4.59,258.346455195966,0.7696170036397483
4.6000000000000005,258.28154875073494,0.7687944358678273
4.61,258.21664250888483,0.767972543425049
4.62,258.1517364704147,0.767151325923755
4.63,258.08683063532357,0.7663307829764142
4.64,258.02192500361053,0.7655109141956238
4.65,257.95701957527456,0.7646917191941061
4.66,257.8921143503147,0.7638731975847128
4.67,257.8272093287301,0.7630553489804236
4.68,257.7623045105197,0.7622381729943454
4.69,257.69739989568257,0.7614216692397111
4.7,257.63249548421777,0.7606058373298832
4.71,257.56759127612435,0.7597906768783507
4.72,257.5026872714013,0.7589761874987297
4.73,257.4377834700478,0.7581623688047644
4.74,257.3728798720627,0.7573492204103256
4.75,257.3079764774452,0.7565367419294137
4.76,257.24307328619426,0.7557249329761534
4.770000000000001,257.17817029830894,0.7549137931647995
4.78,257.1132675137883,0.7541033221097323
4.79,257.0483649326314,0.7532935194254616
4.8,256.9834625548372,0.7524843847266224
4.8100000000000005,256.91856038040487,0.7516759176279784
4.82,256.8536584093334,0.7508681177444202
4.83,256.7887566416218,0.7500609846909656
4.84,256.72385507726915,0.7492545180827611
4.8500000000000005,256.6589537162745,0.7484487175350782
4.86,256.5940525586368,0.7476435826633163
4.87,256.5291516043552,0.7468391130830047
4.88,256.4642508534288,0.7460353084097971
4.89,256.3993503058565,0.7452321682594756
4.9,256.3344499616374,0.7444296922479485
4.91,256.2695498207706,0.7436278799912536
4.92,256.204649883255,0.7428267311055534
4.93,256.13975014908976,0.7420262452071391
4.94,256.07485061827396,0.7412264219124298
4.95,256.00995129080655,0.7404272608379701
4.96,255.94505216668665,0.7396287616004327
4.97,255.88015324591322,0.7388309238166173
4.98,255.81525452848535,0.7380337471034504
4.99,255.75035601440212,0.7372372310779872
5.0,255.6854577036625,0.7364413753574078
5.01,255.6205595962656,0.7356461795590212
5.020000000000001,255.5556616922104,0.7348516433002628
5.03,255.490763991496,0.7340577661986954
5.04,255.42586649412146,0.7332645478720091
5.05,255.36096920008575,0.7324719879380195
5.0600000000000005,255.29607210938795,0.7316800860146715
5.07,255.23117522202713,0.7308888417200364
5.08,255.1662785380023,0.7300982546723116
5.09,255.10138205731255,0.7293083244898226
5.1000000000000005,255.03648577995685,0.7285190507910214
5.11,254.9715897059343,0.7277304331944867
5.12,254.9066938352439,0.7269424713189256
5.13,254.84179816788478,0.7261551647831708
5.14,254.7769027038559,0.7253685132061826
5.15,254.71200744315632,0.7245825162070478
5.16,254.64711238578514,0.7237971734049814
5.17,254.58221753174132,0.7230124844193238
5.18,254.51732288102397,0.7222284488695432
5.19,254.4524284336321,0.7214450663752342
5.2,254.38753418956475,0.7206623365561191
5.21,254.322640148821,0.7198802590320471
5.22,254.2577463113999,0.7190988334229936
5.23,254.19285267730044,0.7183180593490607
5.24,254.12795924652167,0.7175379364304781
5.25,254.0630660190627,0.7167584642876024
5.26,253.9981729949225,0.7159796425409167
5.270000000000001,253.93328017410016,0.7152014708110307
5.28,253.8683875565947,0.7144239487186818
5.29,253.8034951424052,0.7136470758847332
5.3,253.73860293153066,0.7128708519301753
5.3100000000000005,253.67371092397013,0.7120952764761249
5.32,253.6088191197227,0.7113203491438277
5.33,253.54392751878737,0.7105460695546527
5.34,253.4790361211632,0.7097724373300985
5.3500000000000005,253.41414492684925,0.7089994520917894
5.36,253.34925393584453,0.7082271134614757
5.37,253.2843631481481,0.7074554210610359
5.38,253.21947256375898,0.7066843745124737
5.39,253.15458218267628,0.705913973437921
5.4,253.08969200489898,0.705144217459635
5.41,253.02480203042617,0.7043751062000012
5.42,252.95991225925687,0.7036066392815301
5.43,252.89502269139012,0.7028388163268594
5.44,252.83013332682498,0.7020716369587539
5.45,252.7652441655605,0.7013051008001047
5.46,252.7003552075957,0.7005392074739294
5.47,252.63546645292962,0.6997739566033719
5.48,252.57057790156134,0.6990093478117044
5.49,252.50568955348987,0.6982453807223231
5.5,252.4408014087143,0.6974820549587528
5.51,252.3759134672336,0.6967193701446438
5.520000000000001,252.3110257290469,0.6959573259037737
5.53,252.2461381941532,0.695195921860046
5.54,252.18125086255154,0.6944351576374905
5.55,252.11636373424096,0.6936750328602647
5.5600000000000005,252.05147680922056,0.6929155471526516
5.57,251.9865900874893,0.6921567001390603
5.58,251.9217035690463,0.6913984914440277
5.59,251.85681725389054,0.6906409206922164
5.6000000000000005,251.79193114202113,0.6898839875084155
5.61,251.72704523343705,0.6891276915175405
5.62,251.6621595281374,0.6883720323446334
5.63,251.5972740261212,0.6876170096148626
5.64,251.5323887273875,0.6868626229535234
5.65,251.46750363193533,0.6861088719860362
5.66,251.40261873976374,0.685355756337949
5.67,251.3377340508718,0.6846032756349361
5.68,251.27284956525853,0.6838514295027972
5.69,251.20796528292294,0.6831002175674592
5.7,251.14308120386414,0.6823496394549751
5.71,251.07819732808116,0.6815996947915246
5.72,251.01331365557303,0.6808503832034132
5.73,250.9484301863388,0.680101704317073
